,team1,team2,date,year,toss_winner,winner_number,won_toss_game,tied,runs_won_by,wickets_won_by,balls_remaining,toss_decision_bat,toss_decision_bowl,winner_Chennai Super Kings,winner_Deccan Chargers,winner_Delhi Capitals,winner_Kings XI Punjab,winner_Kochi Tuskers Kerala,winner_Kolkata Knight Riders,winner_Mumbai Indians,winner_Pune Warriors,winner_Rajasthan Royals,winner_Rising Pune Supergiants,winner_Royal Challengers Bangalore,winner_Sunrisers Hyderabad
444,6,2,2009-05-02,2009,2,6,0,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
445,6,1,2009-05-04,2009,6,6,1,0,78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
446,9,4,2009-05-05,2009,9,4,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
447,1,5,2009-05-06,2009,1,1,1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
448,6,9,2009-05-07,2009,6,6,1,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
449,3,5,2009-05-10,2009,5,5,1,0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
450,1,4,2009-05-11,2009,1,1,1,0,53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
451,1,2,2009-05-13,2009,1,2,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
452,5,4,2009-05-14,2009,4,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
453,1,9,2009-05-17,2009,1,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
454,2,4,2009-05-17,2009,2,2,1,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
455,6,9,2009-05-20,2009,6,6,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
456,3,1,2009-05-21,2009,3,3,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
457,3,1,2009-05-24,2009,3,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
458,1,8,2010-03-12,2010,1,8,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
459,5,4,2010-03-13,2010,5,5,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
460,6,1,2010-03-14,2010,1,1,1,0,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
461,8,6,2010-03-16,2010,6,6,1,0,55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
462,2,5,2010-03-17,2010,2,5,0,0,98,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
463,1,9,2010-03-19,2010,9,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
464,4,8,2010-03-20,2010,4,4,1,0,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465,1,2,2010-03-21,2010,1,1,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
466,6,9,2010-03-21,2010,6,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
467,3,6,2010-03-23,2010,6,3,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
468,9,4,2010-03-24,2010,9,4,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
469,3,2,2010-03-25,2010,3,2,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
470,9,8,2010-03-27,2010,8,8,1,0,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
471,4,6,2010-03-28,2010,4,4,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
472,1,5,2010-03-28,2010,1,5,0,0,41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
473,2,8,2010-03-29,2010,2,2,1,0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
474,2,4,2010-03-31,2010,2,2,1,0,67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
475,8,1,2010-04-01,2010,8,8,1,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
476,6,4,2010-04-03,2010,6,6,1,0,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
477,5,1,2010-04-03,2010,5,5,1,0,63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
478,2,3,2010-04-04,2010,2,2,1,0,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
479,1,4,2010-04-05,2010,4,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
480,6,5,2010-04-06,2010,6,6,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
481,8,2,2010-04-07,2010,8,8,1,0,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
482,4,5,2010-04-11,2010,4,5,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
483,1,3,2010-04-12,2010,3,1,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
484,5,2,2010-04-13,2010,5,5,1,0,39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
485,3,5,2010-04-17,2010,3,5,0,0,57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
486,2,1,2010-04-18,2010,1,1,1,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
487,3,5,2010-04-21,2010,5,5,1,0,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
488,6,1,2010-04-22,2010,6,6,1,0,38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
489,6,5,2010-04-25,2010,6,6,1,0,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
490,6,8,2011-04-08,2011,6,6,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
491,8,1,2011-04-11,2011,8,8,1,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
492,1,3,2011-04-14,2011,3,1,0,0,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
493,6,3,2011-04-16,2011,6,6,1,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
494,2,1,2011-04-19,2011,1,1,1,0,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
495,8,11,2011-04-20,2011,8,11,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
496,9,4,2011-04-21,2011,4,9,0,0,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
497,5,6,2011-04-22,2011,6,5,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
498,2,9,2011-04-23,2011,9,2,0,0,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
499,1,5,2011-04-24,2011,1,5,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500,6,12,2011-04-25,2011,12,6,0,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
501,11,1,2011-04-27,2011,11,1,0,0,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
502,2,8,2011-04-28,2011,2,8,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
503,3,12,2011-04-29,2011,12,3,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
504,11,2,2011-04-30,2011,2,2,1,0,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
505,6,1,2011-05-01,2011,6,6,1,0,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
506,5,9,2011-05-02,2011,9,5,0,0,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
507,1,8,2011-05-03,2011,1,8,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
508,12,5,2011-05-04,2011,12,5,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
509,11,8,2011-05-05,2011,8,11,0,0,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
510,3,9,2011-05-06,2011,9,3,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
511,8,6,2011-05-07,2011,6,8,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
512,5,2,2011-05-07,2011,2,5,0,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
513,4,6,2011-05-09,2011,4,6,0,0,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
514,9,5,2011-05-10,2011,5,9,0,0,76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
515,6,2,2011-05-12,2011,6,6,1,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
516,5,1,2011-05-14,2011,1,1,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
517,9,2,2011-05-15,2011,2,9,0,0,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
518,9,3,2011-05-17,2011,9,9,1,0,111,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
519,6,11,2011-05-18,2011,6,6,1,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
520,9,1,2011-05-21,2011,9,1,0,0,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
521,5,3,2011-05-27,2011,5,3,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
522,6,3,2011-05-28,2011,6,6,1,0,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
523,5,12,2012-04-06,2012,5,12,0,0,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
524,4,9,2012-04-06,2012,9,4,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
525,3,2,2012-04-07,2012,2,3,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
526,1,6,2012-04-07,2012,1,6,0,0,74,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
527,4,8,2012-04-08,2012,8,4,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
528,12,9,2012-04-08,2012,12,12,1,0,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
529,3,8,2012-04-10,2012,3,8,0,0,42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
530,5,4,2012-04-11,2012,4,5,0,0,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
531,8,9,2012-04-15,2012,8,9,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
532,3,4,2012-04-15,2012,4,4,1,0,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
533,6,12,2012-04-19,2012,12,6,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
534,2,12,2012-04-21,2012,2,12,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
535,4,3,2012-04-23,2012,4,3,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
536,12,1,2012-04-26,2012,1,1,1,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
537,2,5,2012-04-27,2012,5,2,0,0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
538,6,9,2012-04-28,2012,9,9,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
539,8,3,2012-04-28,2012,8,8,1,0,47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
540,2,4,2012-04-29,2012,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
541,1,12,2012-05-01,2012,1,1,1,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
542,12,5,2012-05-03,2012,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
543,6,1,2012-05-04,2012,6,6,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
544,8,12,2012-05-05,2012,8,8,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
545,9,4,2012-05-05,2012,4,4,1,0,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
546,1,9,2012-05-08,2012,1,9,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
547,12,3,2012-05-11,2012,12,3,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
548,8,5,2012-05-12,2012,5,5,1,0,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
549,4,12,2012-05-13,2012,4,4,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
550,5,8,2012-05-16,2012,5,8,0,0,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
551,2,3,2012-05-17,2012,2,3,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
552,12,8,2012-05-19,2012,8,8,1,0,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
553,1,3,2012-05-20,2012,3,1,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
554,2,8,2012-05-22,2012,8,8,1,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
555,5,6,2012-05-23,2012,5,6,0,0,38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
556,6,2,2012-05-25,2012,2,6,0,0,86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
557,3,5,2013-04-04,2013,5,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
558,7,12,2013-04-05,2013,12,7,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
559,2,4,2013-04-06,2013,4,4,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
560,6,5,2013-04-06,2013,5,5,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
561,7,3,2013-04-07,2013,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
562,4,8,2013-04-08,2013,8,4,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
563,5,2,2013-04-09,2013,5,5,1,0,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
564,5,12,2013-04-13,2013,5,5,1,0,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
565,8,7,2013-04-14,2013,8,8,1,0,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
566,6,12,2013-04-15,2013,12,12,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
567,9,8,2013-04-16,2013,8,9,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
568,3,2,2013-04-16,2013,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
569,12,7,2013-04-17,2013,12,7,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
570,4,5,2013-04-17,2013,4,4,1,0,87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
571,2,6,2013-04-18,2013,6,6,1,0,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
572,3,12,2013-04-23,2013,12,3,0,0,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
573,5,3,2013-04-27,2013,5,5,1,0,58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
574,6,8,2013-04-28,2013,8,6,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
575,2,12,2013-04-28,2013,12,2,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
576,5,9,2013-04-29,2013,5,5,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
577,12,6,2013-04-30,2013,6,6,1,0,37,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
578,6,9,2013-05-02,2013,6,6,1,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
579,12,3,2013-05-02,2013,3,3,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
580,5,6,2013-05-05,2013,5,5,1,0,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
581,5,8,2013-05-07,2013,5,5,1,0,65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
582,7,6,2013-05-08,2013,7,6,0,0,77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
583,12,8,2013-05-09,2013,8,8,1,0,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
584,2,3,2013-05-10,2013,2,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
585,9,7,2013-05-11,2013,9,7,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
586,6,2,2013-05-14,2013,6,6,1,0,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
587,8,12,2013-05-15,2013,8,12,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
588,5,4,2013-05-15,2013,4,5,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
589,9,2,2013-05-16,2013,2,9,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
590,7,4,2013-05-17,2013,7,7,1,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
591,9,5,2013-05-18,2013,5,9,0,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
592,3,6,2013-05-18,2013,6,3,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
593,12,2,2013-05-19,2013,12,12,1,0,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
594,6,5,2013-05-21,2013,6,6,1,0,48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
595,6,5,2013-05-26,2013,5,5,1,0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
596,5,8,2014-04-16,2014,8,8,1,0,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
597,6,2,2014-04-21,2014,6,6,1,0,93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
598,9,7,2014-04-22,2014,7,9,0,0,72,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
599,4,6,2014-04-23,2014,4,6,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
600,3,8,2014-04-24,2014,3,8,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
601,7,2,2014-04-25,2014,7,7,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
602,8,9,2014-04-26,2014,8,9,0,0,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
603,8,4,2014-04-29,2014,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
604,5,7,2014-04-30,2014,5,7,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
605,6,8,2014-05-02,2014,6,6,1,0,34,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
606,4,8,2014-05-05,2014,8,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
607,5,3,2014-05-06,2014,3,5,0,0,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
608,9,6,2014-05-07,2014,6,9,0,0,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
609,4,7,2014-05-08,2014,4,7,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
610,3,9,2014-05-09,2014,3,9,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
611,3,2,2014-05-13,2014,2,3,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
612,4,2,2014-05-15,2014,2,4,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
613,4,5,2014-05-19,2014,5,5,1,0,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
614,8,3,2014-05-22,2014,3,8,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
615,5,2,2014-05-23,2014,2,5,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
616,9,4,2014-05-23,2014,4,9,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
617,9,8,2014-05-28,2014,9,8,0,0,28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
618,9,6,2014-05-30,2014,6,9,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
619,6,2,2015-04-09,2015,2,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
620,9,4,2015-04-10,2015,9,4,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
621,6,7,2015-04-11,2015,6,6,1,0,45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
622,5,9,2015-04-12,2015,5,9,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
623,7,2,2015-04-18,2015,2,2,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
624,3,5,2015-04-19,2015,3,5,0,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
625,4,9,2015-04-21,2015,9,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
626,7,8,2015-04-22,2015,8,7,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
627,3,6,2015-04-22,2015,3,6,0,0,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
628,2,5,2015-04-23,2015,5,2,0,0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
629,5,7,2015-04-25,2015,5,5,1,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
630,6,9,2015-04-25,2015,6,6,1,0,97,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
631,9,7,2015-04-27,2015,9,7,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
632,6,8,2015-04-28,2015,8,6,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
633,5,4,2015-05-01,2015,4,5,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634,7,6,2015-05-02,2015,6,7,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
635,9,5,2015-05-03,2015,5,5,1,0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
636,4,2,2015-05-03,2015,2,4,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
637,6,3,2015-05-04,2015,6,6,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
638,8,7,2015-05-04,2015,7,8,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
639,3,9,2015-05-06,2015,9,3,0,0,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
640,4,7,2015-05-07,2015,4,7,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
641,8,2,2015-05-07,2015,8,8,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
642,2,7,2015-05-09,2015,7,7,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
643,5,3,2015-05-10,2015,3,3,1,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
644,6,4,2015-05-10,2015,6,6,1,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
645,7,9,2015-05-11,2015,7,7,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
646,9,3,2015-05-13,2015,3,9,0,0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
647,5,8,2015-05-14,2015,8,5,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
648,4,8,2015-05-16,2015,4,4,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
649,6,5,2015-05-19,2015,5,5,1,0,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
650,3,4,2015-05-20,2015,3,3,1,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
651,5,6,2015-05-24,2015,6,5,0,0,41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
652,3,7,2016-04-12,2016,7,3,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
653,10,3,2016-04-22,2016,10,3,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
654,2,5,2016-04-23,2016,5,2,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
655,9,5,2016-04-25,2016,9,5,0,0,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
656,7,10,2016-04-26,2016,10,10,1,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
657,2,13,2016-04-27,2016,2,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
658,2,8,2016-04-30,2016,8,2,0,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
659,7,3,2016-04-30,2016,3,7,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
660,13,9,2016-05-01,2016,13,9,0,0,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
661,8,9,2016-05-04,2016,9,8,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
662,9,2,2016-05-07,2016,2,9,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
663,5,7,2016-05-08,2016,5,7,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
664,9,3,2016-05-09,2016,9,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
665,10,7,2016-05-10,2016,7,7,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
666,3,13,2016-05-14,2016,13,3,0,0,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
667,5,2,2016-05-15,2016,2,5,0,0,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
668,10,2,2016-05-17,2016,10,10,1,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
669,3,9,2016-05-18,2016,9,3,0,0,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
670,8,7,2016-05-22,2016,7,8,0,0,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
671,7,8,2016-05-25,2016,8,7,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
672,3,7,2016-05-29,2016,7,7,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
673,7,3,2017-04-05,2017,3,7,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
674,3,2,2017-04-08,2017,3,3,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
675,10,2,2017-04-11,2017,10,2,0,0,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
676,8,7,2017-04-15,2017,7,8,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
677,2,9,2017-04-15,2017,2,2,1,0,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
678,3,10,2017-04-16,2017,3,10,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
679,7,9,2017-04-17,2017,9,7,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
680,13,3,2017-04-18,2017,13,3,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
