,team1,team2,date,year,toss_winner,winner_number,won_toss_game,tied,runs_won_by,wickets_won_by,balls_remaining,toss_decision_bat,toss_decision_bowl,winner_Chennai Super Kings,winner_Deccan Chargers,winner_Delhi Capitals,winner_Kings XI Punjab,winner_Kochi Tuskers Kerala,winner_Kolkata Knight Riders,winner_Mumbai Indians,winner_Pune Warriors,winner_Rajasthan Royals,winner_Rising Pune Supergiants,winner_Royal Challengers Bangalore,winner_Sunrisers Hyderabad
681,7,2,2017-04-19,2017,7,7,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
682,5,2,2017-04-22,2017,2,5,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
683,13,9,2017-04-23,2017,13,9,0,0,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
684,8,3,2017-04-23,2017,3,8,0,0,82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
685,5,10,2017-04-24,2017,5,10,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
686,9,7,2017-04-28,2017,9,7,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
687,10,3,2017-04-29,2017,3,10,0,0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
688,13,5,2017-04-29,2017,13,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
689,7,8,2017-04-30,2017,8,7,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
690,3,9,2017-05-05,2017,3,9,0,0,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
691,7,10,2017-05-06,2017,7,10,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
692,2,5,2017-05-06,2017,2,5,0,0,146,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
693,9,8,2017-05-09,2017,8,9,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
694,5,9,2017-05-11,2017,5,9,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
695,2,10,2017-05-12,2017,2,2,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
696,8,5,2017-05-13,2017,8,5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
697,2,3,2017-05-14,2017,3,3,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
698,5,10,2017-05-16,2017,5,10,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
699,10,5,2017-05-21,2017,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
700,4,2,2018-04-11,2018,2,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
701,3,4,2018-04-15,2018,3,4,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
702,9,6,2018-04-15,2018,6,9,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
703,8,2,2018-04-16,2018,2,8,0,0,71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
704,5,3,2018-04-17,2018,3,5,0,0,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
705,9,7,2018-04-19,2018,9,9,1,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
706,6,4,2018-04-20,2018,4,6,0,0,64,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
707,7,6,2018-04-22,2018,7,6,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
708,2,9,2018-04-23,2018,2,9,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
709,5,7,2018-04-24,2018,5,7,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
710,7,9,2018-04-26,2018,9,7,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
711,2,8,2018-04-27,2018,8,2,0,0,55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
712,4,7,2018-04-29,2018,7,7,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
713,6,2,2018-04-30,2018,2,6,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
714,3,5,2018-05-01,2018,5,3,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
715,2,4,2018-05-02,2018,4,2,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
716,5,8,2018-05-06,2018,8,5,0,0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
717,7,3,2018-05-07,2018,3,7,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
718,4,9,2018-05-08,2018,4,4,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
719,8,5,2018-05-09,2018,8,5,0,0,102,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
720,9,8,2018-05-12,2018,9,8,0,0,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
721,5,9,2018-05-16,2018,9,5,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
722,3,7,2018-05-17,2018,7,3,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
723,2,6,2018-05-18,2018,6,2,0,0,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
724,4,3,2018-05-19,2018,4,4,1,0,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
725,2,5,2018-05-20,2018,2,2,1,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
726,8,4,2018-05-23,2018,4,8,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
727,7,8,2018-05-25,2018,8,7,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
728,5,2,2019-03-24,2019,5,2,0,0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
729,4,9,2019-03-25,2019,4,9,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
730,8,9,2019-03-27,2019,9,8,0,0,28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
731,3,5,2019-03-28,2019,3,5,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
732,2,8,2019-03-30,2019,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
733,7,3,2019-03-31,2019,3,7,0,0,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
734,6,4,2019-03-31,2019,4,6,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
735,9,2,2019-04-01,2019,2,9,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
736,5,6,2019-04-03,2019,6,5,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
737,6,9,2019-04-06,2019,6,6,1,0,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
738,7,5,2019-04-06,2019,7,5,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
739,7,2,2019-04-14,2019,7,2,0,0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
740,9,4,2019-04-16,2019,4,9,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
741,2,5,2019-04-18,2019,5,5,1,0,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
742,8,3,2019-04-19,2019,8,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
743,3,6,2019-04-21,2019,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
744,3,9,2019-04-24,2019,9,3,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
745,6,5,2019-04-26,2019,6,5,0,0,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
746,2,3,2019-04-28,2019,2,2,1,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
747,8,5,2019-04-28,2019,5,8,0,0,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
748,7,9,2019-04-29,2019,9,7,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
749,6,2,2019-05-01,2019,2,6,0,0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
750,5,7,2019-05-02,2019,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
751,5,6,2019-05-12,2019,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
